timestamp,main_state_changes,main_state
20000,0,0
524000,0,0
1028000,0,0
1244000,0,0
1520000,0,0
2024000,0,0
2528000,0,0
3032000,0,0
3536000,0,0
4040000,0,0
4544000,0,0
5048000,0,0
5552000,0,0
6056000,0,0
6404000,1,4
6440000,1,4
6944000,1,4
7448000,1,4
7952000,1,4
8456000,1,4
8960000,1,4
9464000,1,4
9608000,2,7
10112000,2,7
10616000,2,7
11120000,2,7
11624000,2,7
12128000,2,7
12632000,2,7
13136000,2,7
13640000,2,7
14144000,2,7
14636000,2,7
15140000,2,7
15644000,2,7
16148000,2,7
16652000,2,7
17156000,2,7
17660000,2,7
18164000,2,7
18668000,2,7
19172000,2,7
19676000,2,7
20180000,2,7
20684000,2,7
21188000,2,7
21692000,2,7
22196000,2,7
22700000,2,7
23204000,2,7
23708000,2,7
24212000,2,7
24716000,2,7
25220000,2,7
25724000,2,7
26228000,2,7
26732000,2,7
27236000,2,7
27740000,2,7
28244000,2,7
28748000,2,7
29252000,2,7
29756000,2,7
30260000,2,7
30764000,2,7
31268000,2,7
31772000,2,7
32276000,2,7
32780000,2,7
33284000,2,7
33788000,2,7
34292000,2,7
34796000,2,7
35300000,2,7
35804000,2,7
36308000,2,7
36812000,2,7
37316000,2,7
37820000,2,7
38324000,2,7
38828000,2,7
39332000,2,7
39836000,2,7
40340000,2,7
40844000,2,7
41348000,2,7
41852000,2,7
42356000,2,7
42860000,2,7
43364000,2,7
43868000,2,7
44372000,2,7
44876000,2,7
45380000,2,7
45884000,2,7
46388000,2,7
46892000,2,7
47396000,2,7
47900000,2,7
48404000,2,7
48908000,2,7
49412000,2,7
49916000,2,7
50420000,2,7
50924000,2,7
51428000,2,7
51932000,2,7
52436000,2,7
52940000,2,7
53444000,2,7
53948000,2,7
54452000,2,7
54956000,2,7
55460000,2,7
55964000,2,7
56468000,2,7
56972000,2,7
57476000,2,7
57980000,2,7
58484000,2,7
58988000,2,7
59492000,2,7
59996000,2,7
60500000,2,7
61004000,2,7
61508000,2,7
62012000,2,7
62516000,2,7
63020000,2,7
63524000,2,7
64028000,2,7
64532000,2,7
65036000,2,7
65540000,2,7
66044000,2,7
66548000,2,7
67052000,2,7
67556000,2,7
68060000,2,7
68564000,2,7
69068000,2,7
69572000,2,7
70076000,2,7
70580000,2,7
71084000,2,7
71588000,2,7
72092000,2,7
72596000,2,7
73100000,2,7
73604000,2,7
74108000,2,7
74612000,2,7
75116000,2,7
75620000,2,7
75656000,2,7
76160000,2,7
76664000,2,7
77168000,2,7
77672000,2,7
78176000,2,7
78680000,2,7
79184000,2,7
79688000,2,7
80192000,2,7
80228000,2,7
80732000,2,7
